0.918332,0.54564
0.614978,0.738304
0.319132,0.389752
0.241829,0.483505
0.895657,0.155431
0.664418,0.441725
0.188635,0.236305
0.153386,0.946135
0.263558,0.741417
0.966124,0.971068
0.457533,0.378521
0.321543,0.332896
0.402051,0.51146
0.853389,0.455275
0.352184,0.297342
0.823084,0.854946
0.35371,0.310343
0.873989,0.00482192
0.279305,0.557817
0.607471,0.730186
0.265297,0.29545
0.762902,0.793939
0.579852,0.547319
0.282022,0.828181
0.454146,0.73751
0.0397656,0.267281
0.907834,0.338939
0.522019,0.439405
0.0994598,0.946501
0.231849,0.472304
0.23423,0.679708
0.105899,0.169927
0.558855,0.322306
0.721366,0.516099
0.476119,0.103885
0.575457,0.960967
0.30961,0.530656
0.218329,0.147465
0.750237,0.171239
0.520829,0.233192
0.515275,0.803735
0.858211,0.464064
0.252083,0.830348
0.490921,0.15656
0.216803,0.365978
0.924467,0.744224
0.75988,0.906827
0.528306,0.0446791
0.149297,0.985107
0.196387,0.404096
0.763329,0.716697
0.329539,0.874325
0.183142,0.64745
0.921628,0.0797754
0.217566,0.80459
0.0302133,0.930021
0.390484,0.359233
0.413739,0.834162
0.922208,0.807031
0.615253,0.573565
0.736717,0.0719626
0.275185,0.489029
0.524979,0.440809
0.953856,0.138585
0.396771,0.733482
0.244636,0.0822169
0.150914,0.616169
0.459883,0.950041
0.696615,0.463454
0.669851,0.449446
0.656026,0.6751
0.376843,0.468642
0.679678,0.854518
0.605152,0.931486
0.506333,0.754631
0.688192,0.560717
0.298044,0.397717
0.534288,0.20603
0.281808,0.275124
0.652303,0.8923
0.229194,0.0335093
0.717948,0.245033
0.80517,0.553575
0.962798,0.449019
0.317118,0.82754
0.166417,0.396405
0.89584,0.541856
0.533616,0.180425
0.638905,0.771203
0.237312,0.591205
0.748833,0.689962
0.909207,0.769646
0.19602,0.707694
0.858242,0.67571
0.93878,0.934416
0.299631,0.527757
0.230842,0.382611
0.37431,0.868343
0.0485549,0.811396
0.240822,0.413556
0.167943,0.619831
0.0209357,0.341746
0.923612,0.695151
0.879635,0.177862
0.180578,0.622272
0.0214545,0.929868
0.550371,0.161138
0.88403,0.633168
0.382061,0.397626
0.309793,0.959868
0.560564,0.474563
0.97821,0.0481277
0.642201,0.309214
0.878079,0.209235
0.359905,0.203284
0.102878,0.667165
0.0285958,0.751732
0.74929,0.987945
0.882168,0.956481
0.200323,0.354778
0.873287,0.951933
0.574999,0.345103
0.967803,0.247536
0.624561,0.365459
0.46382,0.89462
0.857967,0.40144
0.368114,0.482772
0.176458,0.237861
0.359966,0.373241
0.799799,0.806085
0.374187,0.0742821
0.764031,0.814508
0.33491,0.165777
0.773583,0.318522
0.0705283,0.67864
0.687399,0.386242
0.941862,0.335551
0.421583,0.515915
0.214209,0.559709
0.54912,0.961882
0.705191,0.656789
0.377941,0.624805
0.738701,0.0773949
0.78927,0.662618
0.937132,0.165654
0.61623,0.478408
0.882687,0.300607
0.845576,0.241585
0.1789,0.835994
0.422163,0.598498
0.944151,0.745659
0.938658,0.728507
0.267403,0.379894
0.991211,0.402478
0.659108,0.239509
0.48207,0.198981
0.026368,0.173742
0.651296,0.535417
0.205664,0.908139
0.117557,0.669301
0.582904,0.308878
0.710532,0.327067
0.83285,0.289682
0.375134,0.115696
0.308878,0.767388
0.929685,0.373943
0.114444,0.572832
0.958312,0.61916
0.38731,0.722861
0.619953,0.246254
0.828028,0.960051
0.654195,0.634693
0.00375378,0.966185
0.365703,0.320048
0.458785,0.155858
0.868679,0.38609
0.162816,0.456404
0.371899,0.734153
0.328501,0.980255
0.786554,0.385296
0.129368,0.996399
0.436964,0.472274
0.349345,0.106662
0.156743,0.0769677
0.495132,0.0336314
0.550371,0.569964
0.402905,0.925657
0.702414,0.608112
0.870052,0.586138
0.115177,0.44673
0.343974,0.532792
0.156072,0.722434
0.198553,0.293069
0.795984,0.362957
0.629627,0.84228
0.919889,0.780084
0.701163,0.590594
0.991211,0.00207526
0.572893,0.825007
0.350597,0.902005
0.440779,0.0126652
0.931059,0.177526
0.221839,0.871914
0.669942,0.23954
0.514115,0.61684
0.400006,0.664693
0.86346,0.282266
0.499619,0.368999
0.868099,0.534928
0.0845058,0.158086
0.15247,0.87701
0.021485,0.81109
0.741295,0.648915
0.545701,0.353343
0.865383,0.736839
0.76281,0.675558
0.730308,0.391675
0.81698,0.15418
0.279214,0.0656758
0.00625629,0.430647
0.481155,0.672781
0.626606,0.00448622
0.175634,0.178991
0.825282,0.797693
0.00567644,0.929289
0.245582,0.345408
0.469588,0.616871
0.74398,0.770531
0.623066,0.301431
0.960143,0.19715
0.463424,0.382427
0.0224616,0.760186
0.526078,0.933561
0.169286,0.86642
0.72573,0.305094
0.567095,0.864315
0.972564,0.399762
